time,NozGapOpen,NozGapClose,FanSpeed,EngineFuelRateTMSCS,TotalFuelConsumption
07:36:49.000,0.0,0.0,1546.0,2.15,2593.55
07:36:49.100,0.0,0.0,1546.0,2.15,2593.55
07:36:49.200,0.0,0.0,1544.0,2.1,2593.55
07:36:49.300,0.0,0.0,1544.0,2.1,2593.55
07:36:49.400,0.0,0.0,1544.0,2.1,2593.55
07:36:49.500,0.0,0.0,1544.0,2.1,2593.55
07:36:49.500,0.0,0.0,1544.0,2.1,2593.55
07:36:49.600,0.0,0.0,1544.0,2.1,2593.55
07:36:49.700,0.0,0.0,1546.0,2.1,2593.55
07:36:49.800,0.0,0.0,1544.0,2.1,2593.55
07:36:49.900,0.0,0.0,1544.0,2.1,2593.55
07:36:50.000,0.0,0.0,1544.0,2.15,2593.55
07:36:50.100,0.0,0.0,1544.0,2.15,2593.55
07:36:50.200,0.0,0.0,1546.0,2.15,2593.55
07:36:50.300,0.0,0.0,1546.0,2.1,2593.55
07:36:50.400,0.0,0.0,1546.0,2.1,2593.55
07:36:50.500,0.0,0.0,1546.0,2.1,2593.55
07:36:50.600,0.0,0.0,1546.0,2.1,2593.55
07:36:50.700,0.0,0.0,1546.0,2.1,2593.55
07:36:50.800,0.0,0.0,1544.0,2.1,2593.55
07:36:50.900,0.0,0.0,1544.0,2.1,2593.55
07:36:51.000,0.0,0.0,1544.0,2.1,2593.55
07:36:51.100,0.0,0.0,1544.0,2.15,2593.55
07:36:51.200,0.0,0.0,1544.0,2.1,2593.55
07:36:51.300,0.0,0.0,1544.0,2.15,2593.55
07:36:51.400,0.0,0.0,1546.0,2.1,2593.55
07:36:51.500,0.0,0.0,1546.0,2.15,2593.55
07:36:51.600,0.0,0.0,1546.0,2.1,2593.55
07:36:51.700,0.0,0.0,1544.0,2.1,2593.55
07:36:51.800,0.0,0.0,1546.0,2.1,2593.55
07:36:51.900,0.0,0.0,1546.0,2.1,2593.55
07:36:52.000,0.0,0.0,1546.0,2.15,2593.55
07:36:52.100,0.0,0.0,1546.0,2.1,2593.55
07:36:52.200,0.0,0.0,1546.0,2.1,2593.55
07:36:52.300,0.0,0.0,1546.0,2.1,2593.55
07:36:52.400,0.0,0.0,1546.0,2.1,2593.55
07:36:52.500,0.0,0.0,1546.0,2.1,2593.55
