time,NozGapOpen,NozGapClose,FanSpeed,EngineFuelRateTMSCS,TotalFuelConsumption
09:41:44.000,1.0,0.0,3377.0,17.650000000000002,2553.0
09:41:44.100,1.0,0.0,3403.0,20.05,2553.0
09:41:44.200,1.0,0.0,3422.0,22.15,2553.0
09:41:44.300,1.0,0.0,3437.0,23.4,2553.0
09:41:44.400,1.0,0.0,3442.0,22.3,2553.0
09:41:44.500,1.0,0.0,3451.0,21.5,2553.0
09:41:44.500,1.0,0.0,3451.0,21.5,2553.0
09:41:44.600,1.0,0.0,3454.0,20.65,2553.0
09:41:44.700,1.0,0.0,3451.0,20.15,2553.0
09:41:44.800,1.0,0.0,3449.0,19.35,2553.0
09:41:44.900,1.0,0.0,3444.0,19.15,2553.0
09:41:45.000,1.0,0.0,3439.0,18.85,2553.0
09:41:45.100,1.0,0.0,3437.0,18.6,2553.0
09:41:45.200,1.0,0.0,3434.0,18.65,2553.0
09:41:45.300,1.0,0.0,3432.0,18.8,2553.0
09:41:45.400,1.0,0.0,3430.0,19.05,2553.0
09:41:45.500,1.0,0.0,3430.0,19.25,2553.0
09:41:45.600,1.0,0.0,3428.0,19.450000000000003,2553.0
09:41:45.700,1.0,0.0,3428.0,19.65,2553.0
09:41:45.800,1.0,0.0,3428.0,19.85,2553.0
09:41:45.900,1.0,0.0,3430.0,19.9,2553.0
09:41:46.000,1.0,0.0,3432.0,20.3,2553.0
09:41:46.100,1.0,0.0,3432.0,20.35,2553.0
09:41:46.200,1.0,0.0,3432.0,20.4,2553.0
09:41:46.300,1.0,0.0,3434.0,20.4,2553.0
09:41:46.400,1.0,0.0,3435.0,20.450000000000003,2553.0
09:41:46.500,1.0,0.0,3435.0,20.35,2553.0
09:41:46.600,1.0,0.0,3437.0,20.3,2553.0
09:41:46.700,1.0,0.0,3439.0,20.200000000000003,2553.0
09:41:46.800,1.0,0.0,3440.0,20.15,2553.0
09:41:46.900,1.0,0.0,3442.0,20.0,2553.0
09:41:47.000,1.0,0.0,3440.0,19.65,2553.0
09:41:47.100,1.0,0.0,3440.0,19.6,2553.0
09:41:47.200,1.0,0.0,3439.0,19.25,2553.0
09:41:47.300,1.0,0.0,3439.0,19.15,2553.0
09:41:47.400,1.0,0.0,3439.0,19.0,2553.0
09:41:47.500,1.0,0.0,3437.0,19.0,2553.0
09:41:47.600,1.0,0.0,3437.0,18.9,2553.0
09:41:47.700,1.0,0.0,3437.0,18.85,2553.0
09:41:47.800,1.0,0.0,3435.0,18.9,2553.0
09:41:47.900,1.0,0.0,3435.0,18.85,2553.0
09:41:48.000,1.0,0.0,3435.0,18.85,2553.0
09:41:48.100,1.0,0.0,3435.0,19.05,2553.0
09:41:48.200,1.0,0.0,3435.0,18.8,2553.0
09:41:48.300,1.0,0.0,3435.0,18.8,2553.0
09:41:48.400,1.0,0.0,3434.0,18.85,2553.0
09:41:48.500,1.0,0.0,3435.0,18.85,2553.0
09:41:48.600,1.0,0.0,3435.0,18.9,2553.0
09:41:48.700,1.0,0.0,3434.0,18.85,2553.0
09:41:48.800,1.0,0.0,3435.0,18.85,2553.0
09:41:48.900,1.0,0.0,3435.0,18.9,2553.0
09:41:49.000,1.0,0.0,3435.0,18.8,2553.0
09:41:49.100,1.0,0.0,3435.0,18.8,2553.0
09:41:49.200,1.0,0.0,3434.0,18.8,2553.0
09:41:49.300,1.0,0.0,3435.0,18.75,2553.0
09:41:49.400,1.0,0.0,3434.0,18.85,2553.0
09:41:49.500,1.0,0.0,3435.0,18.8,2553.0
09:41:49.600,1.0,0.0,3434.0,18.9,2553.0
09:41:49.700,1.0,0.0,3435.0,18.8,2553.0
09:41:49.800,1.0,0.0,3435.0,18.85,2553.0
09:41:49.900,1.0,0.0,3434.0,18.8,2553.0
09:41:50.000,1.0,0.0,3434.0,18.85,2553.0
09:41:50.100,1.0,0.0,3434.0,18.85,2553.0
09:41:50.200,1.0,0.0,3434.0,18.9,2553.0
09:41:50.300,1.0,0.0,3434.0,18.85,2553.0
09:41:50.400,1.0,0.0,3435.0,18.9,2553.0
09:41:50.500,1.0,0.0,3435.0,18.9,2553.0
09:41:50.600,1.0,0.0,3435.0,18.9,2553.0
09:41:50.700,1.0,0.0,3435.0,18.9,2553.0
09:41:50.800,1.0,0.0,3435.0,18.85,2553.0
09:41:50.900,1.0,0.0,3435.0,18.9,2553.0
09:41:51.000,1.0,0.0,3435.0,18.85,2553.0
09:41:51.100,1.0,0.0,3435.0,18.9,2553.0
09:41:51.200,1.0,0.0,3435.0,18.85,2553.0
09:41:51.300,1.0,0.0,3435.0,18.85,2553.0
09:41:51.400,1.0,0.0,3435.0,18.85,2553.0
09:41:51.500,1.0,0.0,3435.0,18.8,2553.0
09:41:51.600,1.0,0.0,3435.0,18.8,2553.0
09:41:51.700,1.0,0.0,3435.0,18.75,2553.0
09:41:51.800,1.0,0.0,3435.0,18.75,2553.0
09:41:51.900,1.0,0.0,3435.0,18.75,2553.0
09:41:52.000,1.0,0.0,3435.0,18.75,2553.0
09:41:52.100,1.0,0.0,3435.0,18.7,2553.0
09:41:52.200,1.0,0.0,3435.0,18.7,2553.0
09:41:52.300,1.0,0.0,3435.0,18.7,2553.0
09:41:52.400,1.0,0.0,3434.0,18.7,2553.0
09:41:52.500,1.0,0.0,3434.0,18.65,2553.0
09:41:52.600,1.0,0.0,3434.0,18.7,2553.0
09:41:52.700,1.0,0.0,3435.0,18.7,2553.0
09:41:52.800,1.0,0.0,3434.0,18.75,2553.0
09:41:52.900,1.0,0.0,3434.0,18.7,2553.0
09:41:53.000,1.0,0.0,3434.0,18.75,2553.0
09:41:53.100,1.0,0.0,3434.0,18.75,2553.0
09:41:53.200,1.0,0.0,3434.0,18.75,2553.0
09:41:53.300,1.0,0.0,3434.0,18.75,2553.0
09:41:53.400,1.0,0.0,3434.0,18.75,2553.0
09:41:53.500,1.0,0.0,3434.0,18.8,2553.0
09:41:53.600,1.0,0.0,3435.0,18.8,2553.0
09:41:53.700,1.0,0.0,3434.0,18.85,2553.0
09:41:53.800,1.0,0.0,3435.0,18.8,2553.0
09:41:53.900,1.0,0.0,3435.0,18.8,2553.0
09:41:54.000,1.0,0.0,3435.0,18.75,2553.0
09:41:54.100,1.0,0.0,3435.0,18.7,2553.0
09:41:54.200,1.0,0.0,3435.0,18.7,2553.0
09:41:54.300,1.0,0.0,3434.0,18.7,2553.0
