time,NozGapOpen,NozGapClose,FanSpeed,EngineFuelRateTMSCS,TotalFuelConsumption
13:30:50.700,0.0,0.0,0.0,0.0,2578.15
13:30:50.800,0.0,0.0,0.0,0.0,2578.15
13:30:50.900,0.0,0.0,0.0,0.0,2578.15
13:30:51.000,0.0,0.0,0.0,0.0,2578.15
13:30:51.100,0.0,0.0,0.0,0.0,2578.15
13:30:51.200,0.0,0.0,0.0,0.0,2578.15
13:30:51.200,0.0,0.0,0.0,0.0,2578.15
13:30:51.300,0.0,0.0,0.0,0.0,2578.15
13:30:51.400,0.0,0.0,0.0,0.0,2578.15
13:30:51.500,0.0,0.0,0.0,0.0,2578.15
13:30:51.600,0.0,0.0,0.0,0.0,2578.15
13:30:51.700,0.0,0.0,0.0,0.0,2578.15
13:30:51.800,0.0,0.0,0.0,0.0,2578.15
13:30:51.900,0.0,0.0,0.0,0.0,2578.15
13:30:52.000,0.0,0.0,0.0,0.0,2578.15
13:30:52.100,0.0,0.0,0.0,0.0,2578.15
13:30:52.200,0.0,0.0,0.0,0.0,2578.15
13:30:52.300,0.0,0.0,0.0,0.0,2578.15
13:30:52.400,0.0,0.0,0.0,0.0,2578.15
13:30:52.500,0.0,0.0,0.0,0.0,2578.15
13:30:52.600,0.0,0.0,0.0,0.0,2578.15
13:30:52.700,0.0,0.0,0.0,0.0,2578.15
13:30:52.800,0.0,0.0,0.0,0.0,2578.15
13:30:52.900,0.0,0.0,0.0,0.0,2578.15
13:30:53.000,0.0,0.0,0.0,0.0,2578.15
13:30:53.100,0.0,0.0,0.0,0.0,2578.15
13:30:53.200,0.0,0.0,0.0,0.0,2578.15
13:30:53.300,0.0,0.0,0.0,0.0,2578.15
13:30:53.400,0.0,0.0,0.0,0.0,2578.15
13:30:53.500,0.0,0.0,0.0,0.0,2578.15
13:30:53.600,0.0,0.0,0.0,0.0,2578.15
13:30:53.700,0.0,0.0,0.0,0.0,2578.15
13:30:53.800,0.0,0.0,0.0,0.0,2578.15
13:30:53.900,0.0,0.0,0.0,0.0,2578.15
13:30:54.000,0.0,0.0,0.0,0.0,2578.15
13:30:54.100,0.0,0.0,0.0,0.0,2578.15
13:30:54.200,0.0,0.0,0.0,0.0,2578.15
13:30:54.300,0.0,0.0,0.0,0.0,2578.15
13:30:54.400,0.0,0.0,0.0,0.0,2578.15
13:30:54.500,0.0,0.0,0.0,0.0,2578.15
13:30:54.600,0.0,0.0,0.0,0.0,2578.15
13:30:54.700,0.0,0.0,0.0,0.0,2578.15
13:30:54.800,0.0,0.0,0.0,0.0,2578.15
13:30:54.900,0.0,0.0,0.0,0.0,2578.15
