time,NozGapOpen,NozGapClose,FanSpeed,EngineFuelRateTMSCS,TotalFuelConsumption
11:22:17.400,0.0,0.0,0.0,0.0,2518.0
11:22:17.500,0.0,0.0,0.0,0.0,2518.0
11:22:17.600,0.0,0.0,0.0,0.0,2518.0
11:22:17.700,0.0,0.0,0.0,0.0,2518.0
11:22:17.800,0.0,0.0,0.0,0.0,2518.0
11:22:17.900,0.0,0.0,0.0,0.0,2518.0
11:22:18.000,0.0,0.0,0.0,0.0,2518.0
11:22:18.000,0.0,0.0,0.0,0.0,2518.0
11:22:18.100,0.0,0.0,0.0,0.0,2518.0
11:22:18.200,0.0,0.0,0.0,0.0,2518.0
11:22:18.300,0.0,0.0,0.0,0.0,2518.0
11:22:18.400,0.0,0.0,0.0,0.0,2518.0
11:22:18.500,0.0,0.0,0.0,0.0,2518.0
11:22:18.600,0.0,0.0,0.0,0.0,2518.0
11:22:18.700,0.0,0.0,0.0,0.0,2518.0
11:22:18.800,0.0,0.0,0.0,0.0,2518.0
11:22:18.900,0.0,0.0,0.0,0.0,2518.0
11:22:19.000,0.0,0.0,0.0,0.0,2518.0
11:22:19.100,0.0,0.0,0.0,0.0,2518.0
11:22:19.200,0.0,0.0,0.0,0.0,2518.0
11:22:19.300,0.0,0.0,0.0,0.0,2518.0
11:22:19.400,0.0,0.0,0.0,0.0,2518.0
11:22:19.500,0.0,0.0,0.0,0.0,2518.0
11:22:19.600,0.0,0.0,0.0,0.0,2518.0
11:22:19.700,0.0,0.0,0.0,0.0,2518.0
11:22:19.800,0.0,0.0,0.0,0.0,2518.0
11:22:19.900,0.0,0.0,0.0,0.0,2518.0
11:22:20.000,0.0,0.0,0.0,0.0,2518.0
11:22:20.100,0.0,0.0,0.0,0.0,2518.0
11:22:20.200,0.0,0.0,0.0,0.0,2518.0
11:22:20.300,0.0,0.0,0.0,0.0,2518.0
11:22:20.400,0.0,0.0,0.0,0.0,2518.0
11:22:20.500,0.0,0.0,0.0,0.0,2518.0
11:22:20.600,0.0,0.0,0.0,0.0,2518.0
11:22:20.700,0.0,0.0,0.0,0.0,2518.0
11:22:20.800,0.0,0.0,0.0,0.0,2518.0
11:22:20.900,0.0,0.0,0.0,0.0,2518.0
11:22:21.000,0.0,0.0,0.0,0.0,2518.0
11:22:21.100,0.0,0.0,0.0,0.0,2518.0
11:22:21.200,0.0,0.0,0.0,0.0,2518.0
11:22:21.300,0.0,0.0,0.0,0.0,2518.0
11:22:21.400,0.0,0.0,0.0,0.0,2518.0
11:22:21.500,0.0,0.0,0.0,0.0,2518.0
11:22:21.600,0.0,0.0,0.0,0.0,2518.0
11:22:21.700,0.0,0.0,0.0,0.0,2518.0
11:22:21.800,0.0,0.0,0.0,0.0,2518.0
11:22:21.900,0.0,0.0,0.0,0.0,2518.0
